Review,Review Text,Description,Annotation,hallucination_groundtruth,Review Text Original,Description Original,Annotation Original,STS Score,Hallucination Confidence Score
http://linked.aub.edu.lb/actionrec/Review/74a6442e4a96628c641ee9142c9b31a1,,using tablet mode,enjoy conversion tablet mode,1,  ," ""The person enjoys using the laptop in tablet mode"" "," ""enjoy the conversion to tablet mode"" ",0.02016245573759079,0.97
http://linked.aub.edu.lb/actionrec/Review/71bdfe0a231a87d7d6c116055654120e,,happy ease use ,i glad decided purchase it,1,  ," ""The user is happy with the ease of use of this laptop"" "," ""I am glad I decided to purchase it"" ",0.28298890590667725,0.71
http://linked.aub.edu.lb/actionrec/Review/592e44f14709a9614f022f949e7c4869,,using tablet mode,enjoy conversion tablet mode,1,  ," ""The person enjoys using this laptop in tablet mode"" "," ""enjoy the conversion to tablet mode"" ",0.02016245573759079,0.97
http://linked.aub.edu.lb/actionrec/Review/baba7a3e4321bc2215f09e92de6a602b ,like design computer nice touch screen battery life good,design,like design computer,0,I like the design of this computer. It has a nice touch screen. The battery life is good. ,The person likes the design of this laptop ,I like the design of this computer. ,0.2806072235107422,0.71
http://linked.aub.edu.lb/actionrec/Review/591d4b117467306d0874f125210a97f2,,happy ease use ,i glad decided purchase it,1,  ," ""The user is happy with the ease of use of this laptop"" "," ""I am glad I decided to purchase it"" ",0.28298890590667725,0.71
http://linked.aub.edu.lb/actionrec/Review/ce81e6cb1c4b12fc1fbebcd9060a4f1a,,happy ease use ,i glad decided purchase it,1,  ," ""The user is happy with the ease of use of this laptop"" "," ""I am glad I decided to purchase it"" ",0.28298890590667725,0.71
http://linked.aub.edu.lb/actionrec/Review/cd7d6c13231ef8e75552fd06e7c8b794,,screen refresh rate,12hrs charge 57hrs usage yoga mode good,1,  ," ""The user likes the screen refresh rate"" "," ""12hrs on a charge and 5-7hrs of usage while in Yoga mode is good!"" ",-0.01943776197731495,1.0
http://linked.aub.edu.lb/actionrec/Review/06179effb3f052ea4259ba4f9d5a768b,,heshe touch screen navigate applications,i love touch screen,1,  ," ""The person likes that he/she can touch this laptop screen to navigate through applications."" "," ""I love the touch screen."" ",-0.017502376809716225,1.0
http://linked.aub.edu.lb/actionrec/Review/f75360c659d046cde0e632dbb0b78c1f ,love new computer fast easy use glad decided upgrade,fast,fast,0,I love my new computer! It is so fast and easy to use. I am glad I decided to upgrade. ,The person likes that the laptop is fast ,It is so fast ,0.21754568815231323,0.78
http://linked.aub.edu.lb/actionrec/Review/4469a363b2b3ddf6956a9f70f078529c,,happy ease use ,i glad made purchase,1,  ," ""The user is happy with the ease of use of this laptop"" "," ""I am glad I made the purchase."" ",0.28298890590667725,0.71
http://linked.aub.edu.lb/actionrec/Review/007f8b1cf2c6c462520490a5b835445c ,love new macbook pro fast enjoying conversion tablet mode,using tablet mode,enjoying conversion tablet mode,0,I love my new MacBook Pro! It is so fast and I am enjoying the conversion to tablet mode. ,The person likes using the laptop in tablet mode ,I am enjoying the conversion to tablet mode. ,0.642234206199646,0.35
http://linked.aub.edu.lb/actionrec/Review/77f89c65843f26237a7d59225910b54f,,convert tablet mode,enjoy conversion tablet mode,1,  ," ""The person likes the laptop to convert to tablet mode."" "," ""enjoy the conversion to tablet mode"" ",-0.01277225837111473,1.0
http://linked.aub.edu.lb/actionrec/Review/6457051925b286008aa57a03bb312664 ,happy customer purchase everything need fast reliable,everything heshe needs,everything need,0,I am a happy customer with this purchase. It has everything I need and is fast and reliable. ,The person likes that this laptop has everything he/she needs ,It has everything I need ,0.3280755877494812,0.67
http://linked.aub.edu.lb/actionrec/Review/42378c41e18f5aa0d499ee4a19a91cba ,love new dell fast easy use glad decided buy it,happy ease use,glad decided buy,0,I love my new Dell. It is fast and easy to use. I am glad I decided to buy it. ,The user is happy with the ease of use of this laptop ,I am glad I decided to buy it ,0.4246166944503784,0.57
http://linked.aub.edu.lb/actionrec/Review/b9637803f4af3b78946d8add18ead249 ,computer everything need more love touch screen ease use,ease use,love touch screen ease use,0,This computer has everything I need and more! I love the touch screen and the ease of use. ,The user likes the ease of use of this laptop ,I love the touch screen and the ease of use. ,0.4529484510421753,0.54
http://linked.aub.edu.lb/actionrec/Review/a1e61ef28fceb31462fb6f11350496cc,,use work due lack port connection,i cant connect external monitor via vga,1,  ," ""The person cant use this laptop to work due to its lack of port connection."" "," ""I can^t connect it to an external monitor via VGA"" ",-0.028643865138292313,1.0
http://linked.aub.edu.lb/actionrec/Review/89d9c882c8ffdca7e3a66b6e6982a155 ,love new macbook pro fast able things need do screen beautiful keyboard comfortable type on,heshe able things,able things,0,I love my new MacBook Pro! It is so fast and I am able to do all of the things I need to do. The screen is beautiful and the keyboard is comfortable to type on. ,The user likes that he/she is able to do all of the things with this laptop ,I am able to do all of the things ,0.13754282891750336,0.86
http://linked.aub.edu.lb/actionrec/Review/48db38fafb5dd5471bb91de398af9fc3,,heshe carry everywhere,im able carry everywhere,1,  ," ""The person likes that he/she can carry this laptop everywhere"" "," ""I^m able to carry it with me everywhere."" ",0.2211250215768814,0.77
http://linked.aub.edu.lb/actionrec/Review/c11d3b9128f8a27ea508f138dadcbf24 ,love new asus laptop its light weight screen gorgeous use work its perfect need,use work,use work,0,I love my new Asus laptop! It^s so light weight and the screen is gorgeous! I use it for work and it^s perfect for what I need. ,The person likes to use this laptop for work ,I use it for work ,0.1882905513048172,0.81
http://linked.aub.edu.lb/actionrec/Review/4b4d2da54cb029d505403a96bf9719af,,heshe things ,i things,1,  ," ""The user likes that he/she can do all of the things with this laptop"" "," ""I can do all of the things"" ",0.41057419776916504,0.58
http://linked.aub.edu.lb/actionrec/Review/fd8ea433426be518ae0489bb4fa4e8af ,happy laptop use work gaming 1010 would recommend,work,use work,0,I am very happy with this laptop. I use it for work and gaming. 10/10 would recommend. ,The person uses the laptop to work ,I use it for work ,0.20209051668643951,0.79
http://linked.aub.edu.lb/actionrec/Review/3dfe45c3a8ca1f34d2741356e023747e ,love new macbook pro fast easy use especially like touch screen feature,touchscreen feature,especially like touch screen feature,0,I love my new MacBook Pro! It is so fast and easy to use. I especially like the touch screen feature. ,The person likes the touchscreen feature of this laptop ,I especially like the touch screen feature ,0.47150325775146484,0.52
http://linked.aub.edu.lb/actionrec/Review/be0ad8d0303f2bb069e2b5c3b1ec470a,,using tablet mode,enjoy conversion tablet mode,1,  ," ""The person enjoys using the laptop in tablet mode"" "," ""enjoy the conversion to tablet mode"" ",0.02016245573759079,0.97
http://linked.aub.edu.lb/actionrec/Review/875010a8d20fa78153dc38974a70405a ,like touch screen feature laptop teacher great taking notes sharing students size nice well,touch screen feature take notes share students,teacher great taking notes sharing students,0,I like the touch screen feature on this laptop. I am a teacher and it has been great for taking notes and sharing with students. The size is nice as well. ,The Teacher likes the touch screen feature of this laptop to take notes and share with students. ,I am a teacher and it has been great for taking notes and sharing with students. ,0.7697539925575256,0.23
http://linked.aub.edu.lb/actionrec/Review/1285662f6866149e470ba8e927f5b04d ,laptop perfect need for use work great,use work,use work,0,This laptop is perfect for what I need it for. I use it for work and it is great. ,The person likes to use this laptop for work. ,I use it for work ,0.3400219678878784,0.65
http://linked.aub.edu.lb/actionrec/Review/ae3b680685b235ce50f0954b7c44a5ac ,really like chromebook laptop easy use overall,ease use,easy use overall,0,"I really like this Chromebook laptop, easy to use overall ",The person likes the ease of use of this laptop ,easy to use overall ,0.2611096501350403,0.73
http://linked.aub.edu.lb/actionrec/Review/22050dc26162768f39278799a4837cf4 ,love new macbook pro its fast sleek use work its great,use work,use work,0,I love my new MacBook Pro! It^s fast and sleek. I use it for work and it^s great. ,The user likes to use this laptop for work. ,I use it for work ,0.13280688226222992,0.86
http://linked.aub.edu.lb/actionrec/Review/dea9edbbe79e4b9a6c8af0f7ba4c0bcb,,fold tablet mode,fold tablet mode,1,  ," ""The user likes to fold the laptop into tablet mode."" "," ""fold into tablet mode"" ",0.003087855875492096,0.99
http://linked.aub.edu.lb/actionrec/Review/0bcc2d92b9cd222aacd65badf93cab9d ,like laptop battery life good nice screen its light weight wish ports though,like laptops ports,wish ports though,0,"I like this laptop, the battery life is good, it has a nice screen, and it^s light weight. I do wish it had more ports though. ",The person dont like that this laptops ports are few ,I do wish it had more ports though. ,0.6260279417037964,0.37
http://linked.aub.edu.lb/actionrec/Review/4a8890ef8b688d494ed2fb1ded7809fe,,buy like works looks screen,i glad decided purchase it,1,  ," ""The person likes to buy this laptop because they like how it works and looks in the screen"" "," ""I am glad I decided to purchase it."" ",0.17427515983581543,0.82
http://linked.aub.edu.lb/actionrec/Review/d4994113e397500e40d043424742e2f6,,happy ease use ,i glad decided purchase it,1,  ," ""The user is happy with the ease of use of this laptop"" "," ""I am glad I decided to purchase it"" ",0.28298890590667725,0.71
http://linked.aub.edu.lb/actionrec/Review/22de9d36635a9cf1ea196e661fa52a4a,,happy ease use ,i glad decided purchase it,1,  ," ""The user is happy with the ease of use of this laptop"" "," ""I am glad I decided to purchase it"" ",0.28298890590667725,0.71
http://linked.aub.edu.lb/actionrec/Review/06ab40eca81580869a11fcd843205dab ,love new hp one easy use love touch screen,touchscreen,love touch screen,0,I love my new HP All in one. It is so easy to use and I love the touch screen. ,The person likes the touchscreen of this laptop ,I love the touch screen. ,0.5933253765106201,0.4
http://linked.aub.edu.lb/actionrec/Review/09cf204ccfe55480876c447e493ec40f,,like keyboard backlighting isnt bright,the keyboard backlighting bright,1,  ," ""The person dont like that the keyboard backlighting of this laptop isnt very bright"" "," ""The keyboard backlighting is not very bright"" ",-0.02643967606127262,1.0
http://linked.aub.edu.lb/actionrec/Review/a13a4ec91b58900be0a5933681c2d078,,speed screen quality ,i love new laptop its fast screen amazing,1,  ," ""The user likes the speed and screen quality of this laptop"" "," ""I love my new laptop! It^s so fast and the screen is amazing!"" ",0.08533313870429993,0.91
http://linked.aub.edu.lb/actionrec/Review/4e822774b13fe1e19289dda10f7381aa,,college needs,i got college its perfect needs,1,  ," ""The user likes this laptop for their college needs."" "," ""I got it for college and it^s perfect for my needs."" ",0.19867797195911407,0.8
http://linked.aub.edu.lb/actionrec/Review/499db2cda12f4bfe09378f5b6a6b9f05,,working touchscreen easy use,httpserverunsetbaseeasy,1,  ," ""The person thinks working with the touchscreen on this laptop was very easy to use"" "," ""http://server/unset-base/easy"" ",-0.010065224021673203,1.0
http://linked.aub.edu.lb/actionrec/Review/4ce6f42fcc84653957f7c7384d3268ce ,love new macbook pro wanting one long time glad finally got one,,wanting one,0,I love my new MacBook Pro. I have been wanting one for a long time. I am glad I finally got one. ,The user likes the laptop. ,I have been wanting one ,0.10880883038043976,0.89
http://linked.aub.edu.lb/actionrec/Review/2f93711cfa5cc0280eda8ebc7908e67c ,love new macbook pro its fast screen beautiful especially like touch screen feature,heshe use touchscreen feature,especially like touch screen feature,0,I love my new MacBook Pro! It^s fast and the screen is beautiful. I especially like the touch screen feature. ,The person likes that he/she can use this laptop with a touchscreen feature ,I especially like the touch screen feature ,0.3665969669818878,0.63
http://linked.aub.edu.lb/actionrec/Review/0371d15fe1279898c702af0714508ad2 ,love new macbook pro fast sleek easy use especially like touch screen function keyboard also comfortable type on,heshe use touch screen,especially like touch screen function,0,"I love my new MacBook Pro! It is fast, sleek, and easy to use. I especially like the touch screen function.  The keyboard is also very comfortable to type on. ",The user likes that he/she can use this laptop with a touch screen ,I especially like the touch screen function. ,0.3066340684890747,0.69
http://linked.aub.edu.lb/actionrec/Review/36c2bd53e159d77cd442116e7bd1a475,,happy ease use ,i glad decided purchase it,1,  ," ""The user is happy with the ease of use of this laptop"" "," ""I am glad I decided to purchase it"" ",0.28298890590667725,0.71
http://linked.aub.edu.lb/actionrec/Review/21f9224da7be81a8df43e3b7f0ed984d ,love new macbook pro fast love color,color,love color,0,I love my new MacBook Pro! It is so fast and I love the color. ,The person likes the color of this laptop ,I love the color. ,0.4747687876224518,0.52
http://linked.aub.edu.lb/actionrec/Review/1f5f176dec36f0c17d2ed9184301e711,,like laptops touchpad doesnt sensitivity lenovo laptops,the touchpad doesnt sensitivity lenovo laptops,1,  ," ""The person dont like that this laptops touchpad doesnt have the same sensitivity as their other Lenovo laptops"" "," ""the touchpad doesn^t have the same sensitivity as my other Lenovo laptops."" ",-0.015637729316949844,1.0
http://linked.aub.edu.lb/actionrec/Review/c902deefe22f2ed93207647f0a46012a ,love new samsung chromebook 4 360 easy use able everything need it,happy,able everything need,0,I love my new Samsung Chromebook 4 360! It is so easy to use and I am able to do everything I need to do on it! ,The person is happy with this laptop ,I am able to do everything I need to do ,0.1697157323360443,0.83
http://linked.aub.edu.lb/actionrec/Review/946888dc57621d045aaeed4f1d77c07f,,gaming capabilities,i hp 15t touch one computer year love it,1,  ," ""The user likes this laptop because of its gaming capabilities."" "," ""I have had my HP 15t Touch all in one computer for about a year now and I love it!"" ",0.18389630317687988,0.81
http://linked.aub.edu.lb/actionrec/Review/fd2910422210e7f80ab9307cd2979cad ,love new laptop its easy use love color,color,love color,0,I love my new laptop! It^s so easy to use and I love the color. ,The person likes the color of this laptop ,I love the color. ,0.4524955749511719,0.54
http://linked.aub.edu.lb/actionrec/Review/c7807a69e5d6b4c65d2b0c95f5bfd7ac ,love new macbook pro fast enjoying convenience everything one place touch screen great browsing internet checking emails,use browsing internet,touch screen great browsing internet,0,I love my new MacBook Pro! It is so fast and I am enjoying the convenience of having everything in one place. The touch screen is great for browsing the internet or checking emails. ,The user likes to use this laptop for browsing the internet ,The touch screen is great for browsing the internet ,0.47439366579055786,0.52
http://linked.aub.edu.lb/actionrec/Review/47d28adae47e31cd95443f5ecf842f9f ,love new laptop fast easy use glad decided purchase it,ease use,easy use,0,I love my new laptop! It is so fast and easy to use. I am glad I decided to purchase it. ,The person likes the ease of use of this laptop ,easy to use ,0.28586405515670776,0.71
http://linked.aub.edu.lb/actionrec/Review/4cd5da47fb6c07db1db5aa1f2c2a74e7 ,love new computer college student use school work gaming general browsing screen great quality comes software screen adjustments black levels brightness,browse internet,general browsing,0,"I love my new computer! I am a college student and I use it for school work, gaming, and general browsing. The screen is great quality, and it comes with software for screen adjustments (black levels, brightness). ",The person likes to browse the internet on this laptop ,general browsing. ,0.2949942648410797,0.7
http://linked.aub.edu.lb/actionrec/Review/3b24fff2bf5765157868a06a08bb391a ,computer perfect me work medical field computer perfect job,perfect hisher medical job,work medical field computer perfect job,0,"This computer is perfect for me, I work in the medical field and this computer is perfect for my job. ",The person likes that this laptop is perfect for his/her medical job ,I work in the medical field and this computer is perfect for my job. ,0.6651144027709961,0.33
http://linked.aub.edu.lb/actionrec/Review/2e8174e404b677785120a86645550f39,,used gamers creatives alike,the cooling system keeps cool even running resourceintensive tasks,1,  ," ""The person likes that this laptop can be used by gamers and creatives alike."" "," ""The cooling system keeps it cool even while running resource-intensive tasks"" ",0.18453079462051392,0.81
http://linked.aub.edu.lb/actionrec/Review/3f4b5726b5eae2645796984e743c528f,,using tablet mode,enjoy conversion tablet mode,1,  ," ""The person enjoys using the laptop in tablet mode"" "," ""enjoy the conversion to tablet mode"" ",0.02016245573759079,0.97
http://linked.aub.edu.lb/actionrec/Review/a7dd4c7d880b386d8d076dfef0a66344,,happy ease use ,i glad decided purchase it,1,  ," ""The user is happy with the ease of use of this laptop"" "," ""I am glad I decided to purchase it"" ",0.28298890590667725,0.71
http://linked.aub.edu.lb/actionrec/Review/e36713cae7576f2e4f36d9a275050b39 ,love new macbook pro fast enjoying conversion tablet mode,using tablet mode,enjoying conversion tablet mode,0,I love my new MacBook Pro! It is so fast and I am enjoying the conversion to tablet mode. ,The person likes using the laptop in tablet mode ,I am enjoying the conversion to tablet mode. ,0.642234206199646,0.35
http://linked.aub.edu.lb/actionrec/Review/e123c31a7935cd78b6eecb6abab08080,,play cyberpunk,i played cyberpunk,1,  ," ""The person likes to play Cyberpunk"" "," ""I played CYBERPUNK"" ",0.16256354749202728,0.83
http://linked.aub.edu.lb/actionrec/Review/fcdb46b3fa33a25afb893c6d6a27b28c ,five star way highly recommend best buy computer needs great experience last purchase,store everyone,highly recommend best buy computer needs,0,Five Star All The Way I highly recommend Best Buy for all my computer needs. I had a great experience with my last purchase. ,The customer recommends this store to everyone ,I highly recommend Best Buy for all my computer needs. ,0.32618457078933716,0.67
http://linked.aub.edu.lb/actionrec/Review/0765fde64c6697be2c95ad0878bd7baf,,happy ease use ,i glad decided buy it,1,  ," ""The user is happy with the ease of use of this laptop"" "," ""I am glad I decided to buy it"" ",0.28298890590667725,0.71
http://linked.aub.edu.lb/actionrec/Review/f7396bdf029201cc8e7beb5232daeb6b ,like computer lot got college love color size,school,got college,0,I like this computer a lot! I got it for college and I love the color and the size. ,The student likes this laptop for school ,I got it for college ,0.20811156928539276,0.79
http://linked.aub.edu.lb/actionrec/Review/f48ce3fa43999c39a70cd1e61ed1b024 ,big fan hp products happy returned thats fav laptop comfetl 🙃 tears heatwise but heavy usages battery life also great,good battery life,battery life also great,0,"I am a big fan of HP products and I am happy I had returned here as thats my fav laptop! Very comfetl 🙃, no more tears over heat-wise (but for heavy usages) and the battery life is also great! ",The person likes that this laptop has good battery life. ,the battery life is also great! ,0.5819934606552124,0.41
http://linked.aub.edu.lb/actionrec/Review/94ddcd988a98a23af04ed6962a5d951c,,ease use ,it fast easy use,1,  ," ""The person likes the ease of use of this laptop"" "," ""It is so fast and easy to use"" ",0.2910001873970032,0.7
http://linked.aub.edu.lb/actionrec/Review/d19660ba08f68c89e4665af16a8575c8 ,love new macbook pro fast enjoying conversion tablet mode,using tablet mode,enjoying conversion tablet mode,0,I love my new MacBook Pro! It is so fast and I am enjoying the conversion to tablet mode. ,The person enjoys using the laptop in tablet mode ,I am enjoying the conversion to tablet mode. ,0.6422340869903564,0.35
http://linked.aub.edu.lb/actionrec/Review/57d92369e3bec47dfcbc54f0d2ce24bd,,old one,i upgraded older model,1,  ," ""The person upgraded their old laptop to this one"" "," ""I upgraded from an older model"" ",0.41244232654571533,0.58
http://linked.aub.edu.lb/actionrec/Review/e36713cae7576f2e4f36d9a275050b39,,using tablet mode,enjoy conversion tablet mode,1,  ," ""The person enjoys using the laptop in tablet mode"" "," ""enjoy the conversion to tablet mode"" ",0.02016245573759079,0.97
http://linked.aub.edu.lb/actionrec/Review/06260db00cad4c3a4f50446a9423a22f,,happy ease use ,i glad decided purchase it,1,  ," ""The user is happy with the ease of use of this laptop"" "," ""I am glad I decided to purchase it"" ",0.28298890590667725,0.71
http://linked.aub.edu.lb/actionrec/Review/dea2231fcf4f48b9ed6a5391b9963bd3,,like laptops battery lasts 4 weeks needs charged again,this third laptop issue,1,  ," ""The person dont like that this laptops battery lasts only 4 weeks before it needs to be charged again"" "," ""This is my third laptop with this same issue"" ",-0.08780401945114136,1.0
http://linked.aub.edu.lb/actionrec/Review/51542861ed54a5ef6e9559012e695176 ,love new laptop fast reliable screen great work projects,speed reliability,love new laptop fast reliable,0,I love my new laptop! It is fast and reliable. The screen is great for work projects. ,The user likes the speed and reliability of this laptop ,I love my new laptop! It is fast and reliable. ,0.2727597653865814,0.72
http://linked.aub.edu.lb/actionrec/Review/16f133363ffa545b285d8948e33d1992 ,glad bought product college student lot school work do laptop great needs fast good memory love touch screen,good college work,college student lot school work do,0,"I am so glad I bought this product! I am a college student and have a lot of school work to do. This laptop is great for my needs. It is fast, has good memory, and I love the touch screen! ",The user likes that this laptop is good for their college work. ,I am a college student and have a lot of school work to do. ,0.48557549715042114,0.51
http://linked.aub.edu.lb/actionrec/Review/4b5ea5dabdbe50f184a203edb878895d,,happy ease use ,i glad decided purchase it,1,  ," ""The user is happy with the ease of use of this laptop"" "," ""I am glad I decided to purchase it"" ",0.28298887610435486,0.71
